공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적(㎡),공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
화정 17(별빛어린이),어린이공원,경기도 고양시 덕양구 화중로 61,경기도 고양시 덕양구 화정동 954번지,37.63290261,126.8296879,5106.7,,조합놀이대 등,화장실,,,1990-11-04,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
화정 16(배꽃),어린이공원,경기도 고양시 덕양구 백양로 126,경기도 고양시 덕양구 화정동 961번지 은빛마을11단지아파트,37.63668391,126.8353033,3849,,조합놀이대 등,,,,1990-11-04,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
원흥근린1(도래울석탄),근린공원,경기도 고양시 덕양구 도래울1로 29,경기도 고양시 덕양구 도내동 996번지,37.6297314,126.8662456,125061,체력단련시설,,화장실,,,2009-09-28,경기도 고양시 푸른도시사업소,031-8075-4327,2021-05-13
화전8,어린이공원,,경기도 고양시 덕양구 화전동 380-10,37.61221826,126.8715936,1600,,,,,,2009-12-17,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
향동어린이1,어린이공원,,경기도 고양시 덕양구 향동동 135-6,37.60191332,126.8912592,1590,,,,,,2009-12-30,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
향동근린1,근린공원,,경기도 고양시 덕양구 향동동 236-56,37.59480549,126.8921983,12228,,,,,,2009-12-30,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
원당4,소공원,경기도 고양시 덕양구 원당로59번길 27,경기도 고양시 덕양구 주교동 598-1번지 성산주택,37.65874727,126.832867,895,,,,,,2018-02-13,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
대장동3공원,소공원,경기도 고양시 덕양구 호국로627번길 151-2,경기도 고양시 덕양구 대장동 142-2번지,37.64549664,126.8213297,89,,,,,,2018-09-18,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
대장동9공원,소공원,,경기도 고양시 덕양구 지축동 144-7,37.66379008,126.9502135,298,,,,,,2018-09-18,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
소공원,소공원,경기도 고양시 덕양구 원당로101번길 58,경기도 고양시 덕양구 주교동 573-15번지,37.66285167,126.8350415,545,,,,,,2019-09-27,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
마두,어린이공원,경기도 고양시 일산동구 강석로 132-4,경기도 고양시 일산동구 마두동 790번지,37.6529072,126.7817958,4000,,조합놀이대+그네+흔들놀이기구(시소)+회전놀이기구,화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
냉천,어린이공원,경기도 고양시 일산동구 일산로286번길 46,경기도 고양시 일산동구 마두동 874번지,37.66203522,126.7886259,5316,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소),,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
백석,근린공원,경기도 고양시 일산동구 일산로 136,경기도 고양시 일산동구 백석동 1233번지,37.64871522,126.7948256,144170,,,주차장+화장실,,,1990-03-31,경기도 고양시 푸른도시사업소,031-8075-4337,2021-05-13
중산 8(중산삼애),어린이공원,경기도 고양시 일산동구 중산로157번길 12,경기도 고양시 일산동구 중산동 1600번지,37.68576605,126.780228,1963,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소),화장실,,,1991-05-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
호수,근린공원,경기도 고양시 일산동구 노루목로 10,경기도 고양시 일산동구 장항동 903번지,37.64947299,126.7680833,71989,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4353,2021-05-13
호수,어린이공원,경기도 고양시 일산동구 산두로261번길 23,경기도 고양시 일산동구 정발산동 1123번지,37.67520793,126.7778151,3063,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말),,,,1991-06-29,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
밤가시,어린이공원,경기도 고양시 일산동구 무궁화로148번길 33-2,경기도 고양시 일산동구 정발산동 1329번지,37.66827162,126.7785766,3512,체력단련시설+운동장(농구대),조합놀이대+그네+흔들놀이기구(흔들말)+기타(울림통),화장실,,,1991-06-29,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
백마,어린이공원,경기도 고양시 일산동구 백석로 169-3,경기도 고양시 일산동구 백석동 1137번지,37.65263254,126.794239,6299,체력단련시설+운동장(농구대),조합놀이대+그네+흔들놀이기구(흔들말+시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
청천,어린이공원,경기도 고양시 일산동구 강송로74번길 53-7,경기도 고양시 일산동구 백석동 1156번지,37.64863305,126.7911069,3595,체력단련시설+운동장(농구대),조합놀이대+그네+흔들놀이기구(시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
검바골,어린이공원,경기도 고양시 일산동구 강송로 120-3,경기도 고양시 일산동구 백석동 1189번지,37.65091175,126.7892352,5753,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소)+회전놀이기구,화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
안산,어린이공원,경기도 고양시 일산동구 강송로113번길 36-14,경기도 고양시 일산동구 백석동 1206번지,37.64851724,126.7848251,3167,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
문화공원(요진Y-City),어린이공원,경기도 고양시 일산동구 백석로72번길 31-12,경기도 고양시 일산동구 백석동 1269번지,37.64615882,126.7880046,3341,체력단련시설,조합놀이대+그네+흔들놀이기구(시소+흔들말),,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
간이,어린이공원,경기도 고양시 일산동구 백석로 16-3,경기도 고양시 일산동구 백석동 1348번지,37.64218842,126.7832665,4255,체력단련시설+운동장(농구대),조합놀이대+그네+흔들놀이기구(흔들말+시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
알미,어린이공원,경기도 고양시 일산동구 호수로430번길 29-14,경기도 고양시 일산동구 백석동 1437번지,37.64457307,126.7801183,3576,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말),,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
낙민,근린공원,경기도 고양시 일산동구 호수로 530-2,경기도 고양시 일산동구 장항동 873번지,37.65071295,126.7744934,19630,체력단련시설,,화장실,,,1990-03-31,경기도 고양시 푸른도시사업소,031-8075-4337,2021-05-13
낙민,어린이공원,경기도 고양시 일산동구 강촌로 17-2,경기도 고양시 일산동구 장항동 879번지,37.64699729,126.7772696,3604,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
번데미,근린공원,경기도 고양시 덕양구 충경로 1-2,경기도 고양시 덕양구 행신동 698번지,37.61616477,126.8298491,14950,야외배드민턴장+체력단련시설,,,,,1990-12-08,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
행신 2(장고뫼),어린이공원,경기도 고양시 덕양구 소원로 45,경기도 고양시 덕양구 행신동 701번지,37.61394057,126.8310223,1500,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
행신 3(무원),어린이공원,경기도 고양시 덕양구 무원로 56,경기도 고양시 덕양구 행신동 734번지,37.61794344,126.8327666,1486.3,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
행신 4(용마루),어린이공원,경기도 고양시 덕양구 용현로 37,경기도 고양시 덕양구 행신동 755번지,37.6160194,126.835666,1689.4,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
행신 5(행신),어린이공원,경기도 고양시 덕양구 행신로 196,경기도 고양시 덕양구 행신동 775번지,37.61822666,126.8368437,1851.3,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
행신 7(소만),어린이공원,경기도 고양시 덕양구 화신로 42,경기도 고양시 덕양구 행신동 782번지,37.61652686,126.8404084,1501.3,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
행신 9(행복),어린이공원,경기도 고양시 덕양구 소만로 42,경기도 고양시 덕양구 행신동 792번지,37.61677906,126.8438132,1500.1,,조합놀이대 등,화장실,,,1990-12-08,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
가라뫼,근린공원,경기도 고양시 덕양구 충경로 126-2,경기도 고양시 덕양구 행신동 800번지,37.61471614,126.8440441,10682,다목적운동장+체력단련시설,,,,,1990-12-08,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
달빛,근린공원,경기도 고양시 덕양구 화수로 11-2,경기도 고양시 덕양구 화정동 859번지,37.64524087,126.8310394,16844,다목적운동장+체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
꽃물,근린공원,경기도 고양시 덕양구 화중로151번길 56,경기도 고양시 덕양구 화정동 867번지,37.64105095,126.8295741,15472,다목적운동장+체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
은빛,근린공원,경기도 고양시 덕양구 은빛로77번길 14,경기도 고양시 덕양구 화정동 872번지,37.63813832,126.8367593,41089,다목적운동장+파크골프장+게이트볼장+체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
별빛,근린공원,경기도 고양시 덕양구 호국로 506-2,경기도 고양시 덕양구 화정동 943번지,37.63246586,126.825461,17694,테니스장+게이트볼장+체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
꽃우물,근린공원,,경기도 고양시 덕양구 화정동 950,37.62818981,126.8278501,12881,체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
화정중앙,근린공원,,경기도 고양시 덕양구 화정동 985,37.63095824,126.8317291,12215,체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
옥빛,근린공원,경기도 고양시 덕양구 화정로 90-2,경기도 고양시 덕양구 화정동 989번지,37.6330491,126.8361768,17541,다목적운동장+체력단련시설,,,,,1991-12-31,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
대장동8공원,소공원,,경기도 고양시 덕양구 지축동 142-13,37.66424779,126.9510231,480,,,,,,2018-09-18,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
대장동10공원,소공원,,경기도 고양시 덕양구 지축동 135-59,37.6638481,126.9496459,127,,,,,,2018-09-18,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
대장동11공원,소공원,,경기도 고양시 덕양구 지축동 148-1,37.66290934,126.9494551,415,,,,,,2018-09-18,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
모범,어린이공원,경기도 고양시 일산동구 백마로 318-4,경기도 고양시 일산동구 마두동 756번지,37.65538327,126.7857887,4000,,조합놀이대+그네+흔들놀이기구(시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
마두,근린공원,경기도 고양시 일산동구 강송로 176-3,경기도 고양시 일산동구 마두동 780번지,37.6548517,126.7857903,43142,체력단련시설,,화장실,,,1990-03-31,경기도 고양시 푸른도시사업소,031-8075-4337,2021-05-13
강촌,근린공원,경기도 고양시 일산동구 강석로 132-1,경기도 고양시 일산동구 마두동 791번지,37.6533324,126.7810761,38777,다목적운동장+체력단련시설,,화장실,작은도서관,,1990-03-31,경기도 고양시 푸른도시사업소,031-8075-4337,2021-05-13
정발산,어린이공원,경기도 고양시 일산동구 일산로330번길 26-11,경기도 고양시 일산동구 마두동 837번지,37.6648701,126.7858478,4939,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소),,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
설촌,어린이공원,경기도 고양시 일산동구 일산로297번길 68-2,경기도 고양시 일산동구 마두동 958번지,37.65982036,126.7832599,4335,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소),화장실,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
능안,어린이공원,경기도 고양시 일산동구 강송로225번길 51,경기도 고양시 일산동구 마두동 992번지,37.65747204,126.7784665,5495,체력단련시설,조합놀이대+그네+흔들놀이기구(흔들말+시소)+오르는기구(정글짐),,,,1990-03-31,경기도 고양시 일산동구청,031-8075-6263,2021-05-13
소공원1(중부대학교),소공원,,경기도 고양시 덕양구 대자동 1235,37.71151804,126.883973,260,,,,,,2017-12-05,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
소공원2(중부대학교),소공원,경기도 고양시 덕양구 동헌로 283,경기도 고양시 덕양구 대자동 640-6번지,37.71193989,126.8864122,259,,,,,,2017-12-05,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
소공원3(중부대학교),소공원,경기도 고양시 덕양구 동헌로307번길 3-8,경기도 고양시 덕양구 대자동 620번지,37.71166374,126.8878234,400,,,,,,2017-12-05,경기도 고양시 덕양구청,031-8075-5267,2021-05-13
대덕,근린공원,,경기도 고양시 덕양구 덕은동 산101-1,37.58758841,126.8661797,281225,,,,,,1971-08-06,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
성라,근린공원,,경기도 고양시 덕양구 성사동 267,37.64921093,126.8456417,571838,체력단련시설,,,,,1971-09-27,경기도 고양시 푸른도시사업소,031-8075-4327,2021-05-13
마상,근린공원,경기도 고양시 덕양구 원당로69번길 46,경기도 고양시 덕양구 주교동 313-16번지,37.66014949,126.8330165,106378,국궁장+다목적운동장+농구장+실내배드민턴장+게이트볼장+체력단련시설,,,,,1971-09-27,경기도 고양시 푸른도시사업소,031-8075-4327,2021-05-13
지도,근린공원,경기도 고양시 덕양구 행당로11번길 42,경기도 고양시 덕양구 토당동 3-39번지,37.62199707,126.8271981,173813,야외배드민턴장+축구장+테니스장+농구장+게이트볼장+실내배드민턴장+체력단련시설,,,,,1971-09-27,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
토당제1,근린공원,,경기도 고양시 덕양구 행신동 산106-8,37.61657529,126.8286785,102882,,,,,,1971-09-27,경기도 고양시 푸른도시사업소,031-8075-4323,2021-05-13
행주산성,역사공원,,경기도 고양시 덕양구 행주외동 61,37.59564306,126.8254805,689730,,,,,,1971-09-27,경기도 고양시 행주산성관리사업소,031-8075-4640,2021-05-13
